"date","fsa","dose","coverage"
2021-04-26,"N6A","dose_1",0.3106
2021-04-26,"N6A","dose_2",NA
2021-04-26,"N6A","dose_3",NA
2021-04-26,"N6B","dose_1",0.2133
2021-04-26,"N6B","dose_2",NA
2021-04-26,"N6B","dose_3",NA
2021-04-26,"N6C","dose_1",0.285
2021-04-26,"N6C","dose_2",NA
2021-04-26,"N6C","dose_3",NA
2021-04-26,"N6E","dose_1",0.1912
2021-04-26,"N6E","dose_2",NA
2021-04-26,"N6E","dose_3",NA
2021-04-26,"N6G","dose_1",0.2562
2021-04-26,"N6G","dose_2",NA
2021-04-26,"N6G","dose_3",NA
2021-04-26,"N6H","dose_1",0.2912
2021-04-26,"N6H","dose_2",NA
2021-04-26,"N6H","dose_3",NA
2021-04-26,"N6J","dose_1",0.2906
2021-04-26,"N6J","dose_2",NA
2021-04-26,"N6J","dose_3",NA
2021-04-26,"N6K","dose_1",0.3343
2021-04-26,"N6K","dose_2",NA
2021-04-26,"N6K","dose_3",NA
2021-04-26,"N6L","dose_1",0.1553
2021-04-26,"N6L","dose_2",NA
2021-04-26,"N6L","dose_3",NA
2021-04-26,"N6M","dose_1",0.1933
2021-04-26,"N6M","dose_2",NA
2021-04-26,"N6M","dose_3",NA
2021-04-26,"N6N","dose_1",0.2459
2021-04-26,"N6N","dose_2",NA
2021-04-26,"N6N","dose_3",NA
2021-04-26,"N6P","dose_1",0.288
2021-04-26,"N6P","dose_2",NA
2021-04-26,"N6P","dose_3",NA
2021-04-26,"N7A","dose_1",0.3736
2021-04-26,"N7A","dose_2",NA
2021-04-26,"N7A","dose_3",NA
2021-04-26,"N7G","dose_1",0.2777
2021-04-26,"N7G","dose_2",NA
2021-04-26,"N7G","dose_3",NA
2021-04-26,"N7L","dose_1",0.3305
2021-04-26,"N7L","dose_2",NA
2021-04-26,"N7L","dose_3",NA
2021-04-26,"N7M","dose_1",0.2874
2021-04-26,"N7M","dose_2",NA
2021-04-26,"N7M","dose_3",NA
2021-04-26,"N7S","dose_1",0.2916
2021-04-26,"N7S","dose_2",NA
2021-04-26,"N7S","dose_3",NA
2021-04-26,"N7T","dose_1",0.2536
2021-04-26,"N7T","dose_2",NA
2021-04-26,"N7T","dose_3",NA
2021-04-26,"N7V","dose_1",0.3801
2021-04-26,"N7V","dose_2",NA
2021-04-26,"N7V","dose_3",NA
2021-04-26,"N7W","dose_1",0.5406
2021-04-26,"N7W","dose_2",NA
2021-04-26,"N7W","dose_3",NA
2021-04-26,"N7X","dose_1",0.4178
2021-04-26,"N7X","dose_2",NA
2021-04-26,"N7X","dose_3",NA
2021-04-26,"N8A","dose_1",0.2798
2021-04-26,"N8A","dose_2",NA
2021-04-26,"N8A","dose_3",NA
2021-04-26,"N8H","dose_1",0.2879
2021-04-26,"N8H","dose_2",NA
2021-04-26,"N8H","dose_3",NA
2021-04-26,"N8M","dose_1",0.3181
2021-04-26,"N8M","dose_2",NA
2021-04-26,"N8M","dose_3",NA
2021-04-26,"N8N","dose_1",0.3801
2021-04-26,"N8N","dose_2",NA
2021-04-26,"N8N","dose_3",NA
2021-04-26,"N8P","dose_1",0.3382
2021-04-26,"N8P","dose_2",NA
2021-04-26,"N8P","dose_3",NA
2021-04-26,"N8R","dose_1",0.2696
2021-04-26,"N8R","dose_2",NA
2021-04-26,"N8R","dose_3",NA
2021-04-26,"N8S","dose_1",0.3581
2021-04-26,"N8S","dose_2",NA
2021-04-26,"N8S","dose_3",NA
2021-04-26,"N8T","dose_1",0.2639
2021-04-26,"N8T","dose_2",NA
2021-04-26,"N8T","dose_3",NA
2021-04-26,"N8W","dose_1",0.2789
2021-04-26,"N8W","dose_2",NA
2021-04-26,"N8W","dose_3",NA
2021-04-26,"N8X","dose_1",0.2804
2021-04-26,"N8X","dose_2",NA
2021-04-26,"N8X","dose_3",NA
2021-04-26,"N8Y","dose_1",0.3245
2021-04-26,"N8Y","dose_2",NA
2021-04-26,"N8Y","dose_3",NA
2021-04-26,"N9A","dose_1",0.2532
2021-04-26,"N9A","dose_2",NA
2021-04-26,"N9A","dose_3",NA
2021-04-26,"N9B","dose_1",0.2269
2021-04-26,"N9B","dose_2",NA
2021-04-26,"N9B","dose_3",NA
2021-04-26,"N9C","dose_1",0.2402
2021-04-26,"N9C","dose_2",NA
2021-04-26,"N9C","dose_3",NA
2021-04-26,"N9E","dose_1",0.3067
2021-04-26,"N9E","dose_2",NA
2021-04-26,"N9E","dose_3",NA
2021-04-26,"N9G","dose_1",0.2635
2021-04-26,"N9G","dose_2",NA
2021-04-26,"N9G","dose_3",NA
2021-04-26,"N9H","dose_1",0.3674
2021-04-26,"N9H","dose_2",NA
2021-04-26,"N9H","dose_3",NA
2021-04-26,"N9J","dose_1",0.3379
2021-04-26,"N9J","dose_2",NA
2021-04-26,"N9J","dose_3",NA
2021-04-26,"N9K","dose_1",0.2773
2021-04-26,"N9K","dose_2",NA
2021-04-26,"N9K","dose_3",NA
2021-04-26,"N9V","dose_1",0.3726
2021-04-26,"N9V","dose_2",NA
2021-04-26,"N9V","dose_3",NA
2021-04-26,"N9Y","dose_1",0.4168
2021-04-26,"N9Y","dose_2",NA
2021-04-26,"N9Y","dose_3",NA
2021-04-26,"P0A","dose_1",0.2505
2021-04-26,"P0A","dose_2",NA
2021-04-26,"P0A","dose_3",NA
2021-04-26,"P0B","dose_1",0.2887
2021-04-26,"P0B","dose_2",NA
2021-04-26,"P0B","dose_3",NA
2021-04-26,"P0C","dose_1",0.3046
2021-04-26,"P0C","dose_2",NA
2021-04-26,"P0C","dose_3",NA
2021-04-26,"P0E","dose_1",0.3032
2021-04-26,"P0E","dose_2",NA
2021-04-26,"P0E","dose_3",NA
2021-04-26,"P0G","dose_1",0.3045
2021-04-26,"P0G","dose_2",NA
2021-04-26,"P0G","dose_3",NA
2021-04-26,"P0H","dose_1",0.2771
2021-04-26,"P0H","dose_2",NA
2021-04-26,"P0H","dose_3",NA
2021-04-26,"P0J","dose_1",0.3237
2021-04-26,"P0J","dose_2",NA
2021-04-26,"P0J","dose_3",NA
2021-04-26,"P0K","dose_1",0.336
2021-04-26,"P0K","dose_2",NA
2021-04-26,"P0K","dose_3",NA
2021-04-26,"P0L","dose_1",0.2211
2021-04-26,"P0L","dose_2",NA
2021-04-26,"P0L","dose_3",NA
2021-04-26,"P0M","dose_1",0.309
2021-04-26,"P0M","dose_2",NA
2021-04-26,"P0M","dose_3",NA
2021-04-26,"P0N","dose_1",0.3162
2021-04-26,"P0N","dose_2",NA
2021-04-26,"P0N","dose_3",NA
2021-04-26,"P0P","dose_1",0.2289
2021-04-26,"P0P","dose_2",NA
2021-04-26,"P0P","dose_3",NA
2021-04-26,"P0R","dose_1",0.3262
2021-04-26,"P0R","dose_2",NA
2021-04-26,"P0R","dose_3",NA
2021-04-26,"P0S","dose_1",0.2494
2021-04-26,"P0S","dose_2",NA
2021-04-26,"P0S","dose_3",NA
2021-04-26,"P0T","dose_1",0.3115
2021-04-26,"P0T","dose_2",NA
2021-04-26,"P0T","dose_3",NA
2021-04-26,"P0V","dose_1",0.1186
2021-04-26,"P0V","dose_2",NA
2021-04-26,"P0V","dose_3",NA
2021-04-26,"P0W","dose_1",0.2104
2021-04-26,"P0W","dose_2",NA
2021-04-26,"P0W","dose_3",NA
2021-04-26,"P0X","dose_1",0.3984
2021-04-26,"P0X","dose_2",NA
2021-04-26,"P0X","dose_3",NA
2021-04-26,"P1A","dose_1",0.3035
2021-04-26,"P1A","dose_2",NA
2021-04-26,"P1A","dose_3",NA
2021-04-26,"P1B","dose_1",0.2773
2021-04-26,"P1B","dose_2",NA
2021-04-26,"P1B","dose_3",NA
2021-04-26,"P1C","dose_1",0.3236
2021-04-26,"P1C","dose_2",NA
2021-04-26,"P1C","dose_3",NA
2021-04-26,"P1H","dose_1",0.3054
2021-04-26,"P1H","dose_2",NA
2021-04-26,"P1H","dose_3",NA
2021-04-26,"P1L","dose_1",0.3055
2021-04-26,"P1L","dose_2",NA
2021-04-26,"P1L","dose_3",NA
2021-04-26,"P1P","dose_1",0.3265
2021-04-26,"P1P","dose_2",NA
2021-04-26,"P1P","dose_3",NA
2021-04-26,"P2A","dose_1",0.2738
2021-04-26,"P2A","dose_2",NA
2021-04-26,"P2A","dose_3",NA
2021-04-26,"P2B","dose_1",0.2977
2021-04-26,"P2B","dose_2",NA
2021-04-26,"P2B","dose_3",NA
2021-04-26,"P2N","dose_1",0.3232
2021-04-26,"P2N","dose_2",NA
2021-04-26,"P2N","dose_3",NA
2021-04-26,"P3A","dose_1",0.3586
2021-04-26,"P3A","dose_2",NA
2021-04-26,"P3A","dose_3",NA
2021-04-26,"P3B","dose_1",0.3059
2021-04-26,"P3B","dose_2",NA
2021-04-26,"P3B","dose_3",NA
2021-04-26,"P3C","dose_1",0.261
2021-04-26,"P3C","dose_2",NA
2021-04-26,"P3C","dose_3",NA
2021-04-26,"P3E","dose_1",0.3886
2021-04-26,"P3E","dose_2",NA
2021-04-26,"P3E","dose_3",NA
2021-04-26,"P3G","dose_1",0.3748
2021-04-26,"P3G","dose_2",NA
2021-04-26,"P3G","dose_3",NA
2021-04-26,"P3L","dose_1",0.2837
2021-04-26,"P3L","dose_2",NA
2021-04-26,"P3L","dose_3",NA
2021-04-26,"P3N","dose_1",0.2841
2021-04-26,"P3N","dose_2",NA
2021-04-26,"P3N","dose_3",NA
2021-04-26,"P3P","dose_1",0.2634
2021-04-26,"P3P","dose_2",NA
2021-04-26,"P3P","dose_3",NA
2021-04-26,"P3Y","dose_1",0.3745
2021-04-26,"P3Y","dose_2",NA
2021-04-26,"P3Y","dose_3",NA
2021-04-26,"P4N","dose_1",0.3303
2021-04-26,"P4N","dose_2",NA
2021-04-26,"P4N","dose_3",NA
2021-04-26,"P4P","dose_1",0.3326
2021-04-26,"P4P","dose_2",NA
2021-04-26,"P4P","dose_3",NA
2021-04-26,"P4R","dose_1",0.3371
2021-04-26,"P4R","dose_2",NA
2021-04-26,"P4R","dose_3",NA
2021-04-26,"P5A","dose_1",0.3469
2021-04-26,"P5A","dose_2",NA
2021-04-26,"P5A","dose_3",NA
2021-04-26,"P5E","dose_1",0.2776
2021-04-26,"P5E","dose_2",NA
2021-04-26,"P5E","dose_3",NA
2021-04-26,"P5N","dose_1",0.3749
2021-04-26,"P5N","dose_2",NA
2021-04-26,"P5N","dose_3",NA
2021-04-26,"P6A","dose_1",0.2695
2021-04-26,"P6A","dose_2",NA
2021-04-26,"P6A","dose_3",NA
2021-04-26,"P6B","dose_1",0.2918
2021-04-26,"P6B","dose_2",NA
2021-04-26,"P6B","dose_3",NA
2021-04-26,"P6C","dose_1",0.2405
2021-04-26,"P6C","dose_2",NA
2021-04-26,"P6C","dose_3",NA
2021-04-26,"P7A","dose_1",0.3788
2021-04-26,"P7A","dose_2",NA
2021-04-26,"P7A","dose_3",NA
2021-04-26,"P7B","dose_1",0.3805
2021-04-26,"P7B","dose_2",NA
2021-04-26,"P7B","dose_3",NA
2021-04-26,"P7C","dose_1",0.3597
2021-04-26,"P7C","dose_2",NA
2021-04-26,"P7C","dose_3",NA
2021-04-26,"P7E","dose_1",0.3465
2021-04-26,"P7E","dose_2",NA
2021-04-26,"P7E","dose_3",NA
2021-04-26,"P7G","dose_1",0.3446
2021-04-26,"P7G","dose_2",NA
2021-04-26,"P7G","dose_3",NA
2021-04-26,"P7J","dose_1",0.3523
2021-04-26,"P7J","dose_2",NA
2021-04-26,"P7J","dose_3",NA
2021-04-26,"P7K","dose_1",0.3725
2021-04-26,"P7K","dose_2",NA
2021-04-26,"P7K","dose_3",NA
2021-04-26,"P7L","dose_1",0.2632
2021-04-26,"P7L","dose_2",NA
2021-04-26,"P7L","dose_3",NA
2021-04-26,"P8N","dose_1",0.2755
2021-04-26,"P8N","dose_2",NA
2021-04-26,"P8N","dose_3",NA
2021-04-26,"P8T","dose_1",0.1966
2021-04-26,"P8T","dose_2",NA
2021-04-26,"P8T","dose_3",NA
2021-04-26,"P9A","dose_1",0.2851
2021-04-26,"P9A","dose_2",NA
2021-04-26,"P9A","dose_3",NA
2021-04-26,"P9N","dose_1",0.3635
2021-04-26,"P9N","dose_2",NA
2021-04-26,"P9N","dose_3",NA
2021-05-03,"K0A","dose_1",0.3402
2021-05-03,"K0A","dose_2",NA
2021-05-03,"K0A","dose_3",NA
2021-05-03,"K0B","dose_1",0.3013
2021-05-03,"K0B","dose_2",NA
2021-05-03,"K0B","dose_3",NA
2021-05-03,"K0C","dose_1",0.322
2021-05-03,"K0C","dose_2",NA
2021-05-03,"K0C","dose_3",NA
2021-05-03,"K0E","dose_1",0.3208
2021-05-03,"K0E","dose_2",NA
2021-05-03,"K0E","dose_3",NA
2021-05-03,"K0G","dose_1",0.3685
2021-05-03,"K0G","dose_2",NA
2021-05-03,"K0G","dose_3",NA
2021-05-03,"K0H","dose_1",0.3923
2021-05-03,"K0H","dose_2",NA
2021-05-03,"K0H","dose_3",NA
2021-05-03,"K0J","dose_1",0.3353
2021-05-03,"K0J","dose_2",NA
2021-05-03,"K0J","dose_3",NA
2021-05-03,"K0K","dose_1",0.3119
2021-05-03,"K0K","dose_2",NA
2021-05-03,"K0K","dose_3",NA
2021-05-03,"K0L","dose_1",0.3722
2021-05-03,"K0L","dose_2",NA
2021-05-03,"K0L","dose_3",NA
2021-05-03,"K0M","dose_1",0.4376
2021-05-03,"K0M","dose_2",NA
2021-05-03,"K0M","dose_3",NA
2021-05-03,"K1B","dose_1",0.2919
2021-05-03,"K1B","dose_2",NA
2021-05-03,"K1B","dose_3",NA
2021-05-03,"K1C","dose_1",0.3719
2021-05-03,"K1C","dose_2",NA
2021-05-03,"K1C","dose_3",NA
2021-05-03,"K1E","dose_1",0.3835
2021-05-03,"K1E","dose_2",NA
2021-05-03,"K1E","dose_3",NA
2021-05-03,"K1G","dose_1",0.3048
2021-05-03,"K1G","dose_2",NA
2021-05-03,"K1G","dose_3",NA
2021-05-03,"K1H","dose_1",0.4177
2021-05-03,"K1H","dose_2",NA
2021-05-03,"K1H","dose_3",NA
2021-05-03,"K1J","dose_1",0.3094
2021-05-03,"K1J","dose_2",NA
2021-05-03,"K1J","dose_3",NA
2021-05-03,"K1K","dose_1",0.3107
2021-05-03,"K1K","dose_2",NA
2021-05-03,"K1K","dose_3",NA
2021-05-03,"K1L","dose_1",0.2852
2021-05-03,"K1L","dose_2",NA
2021-05-03,"K1L","dose_3",NA
2021-05-03,"K1M","dose_1",0.414
2021-05-03,"K1M","dose_2",NA
2021-05-03,"K1M","dose_3",NA
2021-05-03,"K1N","dose_1",0.2904
2021-05-03,"K1N","dose_2",NA
2021-05-03,"K1N","dose_3",NA
2021-05-03,"K1P","dose_1",0.2114
2021-05-03,"K1P","dose_2",NA
2021-05-03,"K1P","dose_3",NA
2021-05-03,"K1R","dose_1",0.2592
2021-05-03,"K1R","dose_2",NA
2021-05-03,"K1R","dose_3",NA
2021-05-03,"K1S","dose_1",0.3674
2021-05-03,"K1S","dose_2",NA
2021-05-03,"K1S","dose_3",NA
2021-05-03,"K1T","dose_1",0.2864
2021-05-03,"K1T","dose_2",NA
2021-05-03,"K1T","dose_3",NA
2021-05-03,"K1V","dose_1",0.3112
2021-05-03,"K1V","dose_2",NA
2021-05-03,"K1V","dose_3",NA
2021-05-03,"K1W","dose_1",0.2808
2021-05-03,"K1W","dose_2",NA
2021-05-03,"K1W","dose_3",NA
2021-05-03,"K1X","dose_1",0.2016
2021-05-03,"K1X","dose_2",NA
2021-05-03,"K1X","dose_3",NA
2021-05-03,"K1Y","dose_1",0.3666
2021-05-03,"K1Y","dose_2",NA
2021-05-03,"K1Y","dose_3",NA
2021-05-03,"K1Z","dose_1",0.2929
2021-05-03,"K1Z","dose_2",NA
2021-05-03,"K1Z","dose_3",NA
2021-05-03,"K2A","dose_1",0.4098
2021-05-03,"K2A","dose_2",NA
2021-05-03,"K2A","dose_3",NA
2021-05-03,"K2B","dose_1",0.2947
2021-05-03,"K2B","dose_2",NA
2021-05-03,"K2B","dose_3",NA
2021-05-03,"K2C","dose_1",0.3123
2021-05-03,"K2C","dose_2",NA
2021-05-03,"K2C","dose_3",NA
2021-05-03,"K2E","dose_1",0.3286
2021-05-03,"K2E","dose_2",NA
2021-05-03,"K2E","dose_3",NA
2021-05-03,"K2G","dose_1",0.3082
2021-05-03,"K2G","dose_2",NA
2021-05-03,"K2G","dose_3",NA
2021-05-03,"K2H","dose_1",0.391
2021-05-03,"K2H","dose_2",NA
2021-05-03,"K2H","dose_3",NA
2021-05-03,"K2J","dose_1",0.2542
2021-05-03,"K2J","dose_2",NA
2021-05-03,"K2J","dose_3",NA
2021-05-03,"K2K","dose_1",0.3517
2021-05-03,"K2K","dose_2",NA
2021-05-03,"K2K","dose_3",NA
2021-05-03,"K2L","dose_1",0.3542
2021-05-03,"K2L","dose_2",NA
2021-05-03,"K2L","dose_3",NA
2021-05-03,"K2M","dose_1",0.2953
2021-05-03,"K2M","dose_2",NA
2021-05-03,"K2M","dose_3",NA
2021-05-03,"K2P","dose_1",0.2746
2021-05-03,"K2P","dose_2",NA
2021-05-03,"K2P","dose_3",NA
2021-05-03,"K2R","dose_1",0.3962
2021-05-03,"K2R","dose_2",NA
2021-05-03,"K2R","dose_3",NA
2021-05-03,"K2S","dose_1",0.3315
2021-05-03,"K2S","dose_2",NA
2021-05-03,"K2S","dose_3",NA
2021-05-03,"K2T","dose_1",0.2237
2021-05-03,"K2T","dose_2",NA
2021-05-03,"K2T","dose_3",NA
2021-05-03,"K2V","dose_1",0.2345
2021-05-03,"K2V","dose_2",NA
2021-05-03,"K2V","dose_3",NA
2021-05-03,"K2W","dose_1",0.2412
2021-05-03,"K2W","dose_2",NA
2021-05-03,"K2W","dose_3",NA
2021-05-03,"K4A","dose_1",0.2739
2021-05-03,"K4A","dose_2",NA
2021-05-03,"K4A","dose_3",NA
2021-05-03,"K4B","dose_1",0.3582
2021-05-03,"K4B","dose_2",NA
2021-05-03,"K4B","dose_3",NA
2021-05-03,"K4C","dose_1",0.3731
2021-05-03,"K4C","dose_2",NA
2021-05-03,"K4C","dose_3",NA
2021-05-03,"K4K","dose_1",0.3106
2021-05-03,"K4K","dose_2",NA
2021-05-03,"K4K","dose_3",NA
2021-05-03,"K4M","dose_1",0.3614
2021-05-03,"K4M","dose_2",NA
2021-05-03,"K4M","dose_3",NA
2021-05-03,"K4P","dose_1",0.3278
2021-05-03,"K4P","dose_2",NA
2021-05-03,"K4P","dose_3",NA
2021-05-03,"K4R","dose_1",0.309
2021-05-03,"K4R","dose_2",NA
2021-05-03,"K4R","dose_3",NA
2021-05-03,"K6A","dose_1",0.323
2021-05-03,"K6A","dose_2",NA
2021-05-03,"K6A","dose_3",NA
2021-05-03,"K6H","dose_1",0.2634
2021-05-03,"K6H","dose_2",NA
2021-05-03,"K6H","dose_3",NA
2021-05-03,"K6J","dose_1",0.2798
2021-05-03,"K6J","dose_2",NA
2021-05-03,"K6J","dose_3",NA
2021-05-03,"K6K","dose_1",0.3209
2021-05-03,"K6K","dose_2",NA
2021-05-03,"K6K","dose_3",NA
2021-05-03,"K6T","dose_1",0.4082
2021-05-03,"K6T","dose_2",NA
2021-05-03,"K6T","dose_3",NA
2021-05-03,"K6V","dose_1",0.3736
2021-05-03,"K6V","dose_2",NA
2021-05-03,"K6V","dose_3",NA
2021-05-03,"K7A","dose_1",0.2968
2021-05-03,"K7A","dose_2",NA
2021-05-03,"K7A","dose_3",NA
2021-05-03,"K7C","dose_1",0.3416
2021-05-03,"K7C","dose_2",NA
2021-05-03,"K7C","dose_3",NA
2021-05-03,"K7G","dose_1",0.3994
2021-05-03,"K7G","dose_2",NA
2021-05-03,"K7G","dose_3",NA
2021-05-03,"K7H","dose_1",0.4221
2021-05-03,"K7H","dose_2",NA
2021-05-03,"K7H","dose_3",NA
2021-05-03,"K7K","dose_1",0.2948
2021-05-03,"K7K","dose_2",NA
2021-05-03,"K7K","dose_3",NA
2021-05-03,"K7L","dose_1",0.4221
2021-05-03,"K7L","dose_2",NA
2021-05-03,"K7L","dose_3",NA
2021-05-03,"K7M","dose_1",0.3907
2021-05-03,"K7M","dose_2",NA
2021-05-03,"K7M","dose_3",NA
2021-05-03,"K7N","dose_1",0.3428
2021-05-03,"K7N","dose_2",NA
2021-05-03,"K7N","dose_3",NA
2021-05-03,"K7P","dose_1",0.3544
2021-05-03,"K7P","dose_2",NA
2021-05-03,"K7P","dose_3",NA
2021-05-03,"K7R","dose_1",0.35
2021-05-03,"K7R","dose_2",NA
2021-05-03,"K7R","dose_3",NA
2021-05-03,"K7S","dose_1",0.3562
2021-05-03,"K7S","dose_2",NA
2021-05-03,"K7S","dose_3",NA
2021-05-03,"K7V","dose_1",0.3396
2021-05-03,"K7V","dose_2",NA
2021-05-03,"K7V","dose_3",NA
2021-05-03,"K8A","dose_1",0.3229
2021-05-03,"K8A","dose_2",NA
2021-05-03,"K8A","dose_3",NA
2021-05-03,"K8B","dose_1",0.377
2021-05-03,"K8B","dose_2",NA
2021-05-03,"K8B","dose_3",NA
2021-05-03,"K8H","dose_1",0.1992
2021-05-03,"K8H","dose_2",NA
2021-05-03,"K8H","dose_3",NA
2021-05-03,"K8N","dose_1",0.3274
2021-05-03,"K8N","dose_2",NA
2021-05-03,"K8N","dose_3",NA
2021-05-03,"K8P","dose_1",0.2791
2021-05-03,"K8P","dose_2",NA
2021-05-03,"K8P","dose_3",NA
2021-05-03,"K8R","dose_1",0.312
2021-05-03,"K8R","dose_2",NA
2021-05-03,"K8R","dose_3",NA
2021-05-03,"K8V","dose_1",0.2487
2021-05-03,"K8V","dose_2",NA
2021-05-03,"K8V","dose_3",NA
2021-05-03,"K9A","dose_1",0.3982
2021-05-03,"K9A","dose_2",NA
2021-05-03,"K9A","dose_3",NA
2021-05-03,"K9H","dose_1",0.3375
2021-05-03,"K9H","dose_2",NA
2021-05-03,"K9H","dose_3",NA
2021-05-03,"K9J","dose_1",0.3407
2021-05-03,"K9J","dose_2",NA
2021-05-03,"K9J","dose_3",NA
2021-05-03,"K9K","dose_1",0.4004
2021-05-03,"K9K","dose_2",NA
2021-05-03,"K9K","dose_3",NA
2021-05-03,"K9L","dose_1",0.363
2021-05-03,"K9L","dose_2",NA
2021-05-03,"K9L","dose_3",NA
2021-05-03,"K9V","dose_1",0.3883
2021-05-03,"K9V","dose_2",NA
2021-05-03,"K9V","dose_3",NA
2021-05-03,"L0A","dose_1",0.3189
2021-05-03,"L0A","dose_2",NA
2021-05-03,"L0A","dose_3",NA
2021-05-03,"L0B","dose_1",0.3931
2021-05-03,"L0B","dose_2",NA
2021-05-03,"L0B","dose_3",NA
2021-05-03,"L0C","dose_1",0.4016
2021-05-03,"L0C","dose_2",NA
2021-05-03,"L0C","dose_3",NA
2021-05-03,"L0E","dose_1",0.3525
2021-05-03,"L0E","dose_2",NA
2021-05-03,"L0E","dose_3",NA
2021-05-03,"L0G","dose_1",0.3379
2021-05-03,"L0G","dose_2",NA
2021-05-03,"L0G","dose_3",NA
2021-05-03,"L0H","dose_1",0.4148
2021-05-03,"L0H","dose_2",NA
2021-05-03,"L0H","dose_3",NA
2021-05-03,"L0J","dose_1",0.4083
2021-05-03,"L0J","dose_2",NA
2021-05-03,"L0J","dose_3",NA
2021-05-03,"L0K","dose_1",0.37
2021-05-03,"L0K","dose_2",NA
2021-05-03,"L0K","dose_3",NA
2021-05-03,"L0L","dose_1",0.3587
2021-05-03,"L0L","dose_2",NA
2021-05-03,"L0L","dose_3",NA
2021-05-03,"L0M","dose_1",0.2573
2021-05-03,"L0M","dose_2",NA
2021-05-03,"L0M","dose_3",NA
2021-05-03,"L0N","dose_1",0.3952
2021-05-03,"L0N","dose_2",NA
2021-05-03,"L0N","dose_3",NA
2021-05-03,"L0P","dose_1",0.3837
2021-05-03,"L0P","dose_2",NA
2021-05-03,"L0P","dose_3",NA
2021-05-03,"L0R","dose_1",0.3142
2021-05-03,"L0R","dose_2",NA
2021-05-03,"L0R","dose_3",NA
2021-05-03,"L0S","dose_1",0.4468
2021-05-03,"L0S","dose_2",NA
2021-05-03,"L0S","dose_3",NA
2021-05-03,"L1A","dose_1",0.3683
2021-05-03,"L1A","dose_2",NA
2021-05-03,"L1A","dose_3",NA
2021-05-03,"L1B","dose_1",0.4156
2021-05-03,"L1B","dose_2",NA
2021-05-03,"L1B","dose_3",NA
2021-05-03,"L1C","dose_1",0.3049
2021-05-03,"L1C","dose_2",NA
2021-05-03,"L1C","dose_3",NA
2021-05-03,"L1E","dose_1",0.3148
2021-05-03,"L1E","dose_2",NA
2021-05-03,"L1E","dose_3",NA
2021-05-03,"L1G","dose_1",0.3485
2021-05-03,"L1G","dose_2",NA
2021-05-03,"L1G","dose_3",NA
2021-05-03,"L1H","dose_1",0.2889
2021-05-03,"L1H","dose_2",NA
2021-05-03,"L1H","dose_3",NA
2021-05-03,"L1J","dose_1",0.2868
2021-05-03,"L1J","dose_2",NA
2021-05-03,"L1J","dose_3",NA
2021-05-03,"L1K","dose_1",0.2679
2021-05-03,"L1K","dose_2",NA
2021-05-03,"L1K","dose_3",NA
2021-05-03,"L1L","dose_1",0.1976
2021-05-03,"L1L","dose_2",NA
2021-05-03,"L1L","dose_3",NA
2021-05-03,"L1M","dose_1",0.3158
2021-05-03,"L1M","dose_2",NA
2021-05-03,"L1M","dose_3",NA
2021-05-03,"L1N","dose_1",0.3576
2021-05-03,"L1N","dose_2",NA
2021-05-03,"L1N","dose_3",NA
2021-05-03,"L1P","dose_1",0.2649
2021-05-03,"L1P","dose_2",NA
2021-05-03,"L1P","dose_3",NA
2021-05-03,"L1R","dose_1",0.2978
2021-05-03,"L1R","dose_2",NA
2021-05-03,"L1R","dose_3",NA
2021-05-03,"L1S","dose_1",0.4008
2021-05-03,"L1S","dose_2",NA
2021-05-03,"L1S","dose_3",NA
2021-05-03,"L1T","dose_1",0.3157
2021-05-03,"L1T","dose_2",NA
2021-05-03,"L1T","dose_3",NA
2021-05-03,"L1V","dose_1",0.4068
2021-05-03,"L1V","dose_2",NA
2021-05-03,"L1V","dose_3",NA
2021-05-03,"L1W","dose_1",0.3668
2021-05-03,"L1W","dose_2",NA
2021-05-03,"L1W","dose_3",NA
2021-05-03,"L1X","dose_1",0.3864
2021-05-03,"L1X","dose_2",NA
2021-05-03,"L1X","dose_3",NA
2021-05-03,"L1Y","dose_1",0.4048
2021-05-03,"L1Y","dose_2",NA
2021-05-03,"L1Y","dose_3",NA
2021-05-03,"L1Z","dose_1",0.2649
2021-05-03,"L1Z","dose_2",NA
2021-05-03,"L1Z","dose_3",NA
2021-05-03,"L2A","dose_1",0.3344
2021-05-03,"L2A","dose_2",NA
2021-05-03,"L2A","dose_3",NA
2021-05-03,"L2E","dose_1",0.3265
2021-05-03,"L2E","dose_2",NA
2021-05-03,"L2E","dose_3",NA
2021-05-03,"L2G","dose_1",0.3664
2021-05-03,"L2G","dose_2",NA
2021-05-03,"L2G","dose_3",NA
2021-05-03,"L2H","dose_1",0.321
2021-05-03,"L2H","dose_2",NA
2021-05-03,"L2H","dose_3",NA
2021-05-03,"L2J","dose_1",0.4187
2021-05-03,"L2J","dose_2",NA
2021-05-03,"L2J","dose_3",NA
2021-05-03,"L2M","dose_1",0.3487
2021-05-03,"L2M","dose_2",NA
2021-05-03,"L2M","dose_3",NA
2021-05-03,"L2N","dose_1",0.4218
2021-05-03,"L2N","dose_2",NA
2021-05-03,"L2N","dose_3",NA
2021-05-03,"L2P","dose_1",0.2913
2021-05-03,"L2P","dose_2",NA
2021-05-03,"L2P","dose_3",NA
2021-05-03,"L2R","dose_1",0.2959
2021-05-03,"L2R","dose_2",NA
2021-05-03,"L2R","dose_3",NA
2021-05-03,"L2S","dose_1",0.3273
