"date","fsa","dose","coverage"
2021-06-20,"M4K","dose_3",NA
2021-06-20,"M4L","dose_1",0.6783
2021-06-20,"M4L","dose_2",0.2465
2021-06-20,"M4L","dose_3",NA
2021-06-20,"M4M","dose_1",0.6923
2021-06-20,"M4M","dose_2",0.2468
2021-06-20,"M4M","dose_3",NA
2021-06-20,"M4N","dose_1",0.7152
2021-06-20,"M4N","dose_2",0.3379
2021-06-20,"M4N","dose_3",NA
2021-06-20,"M4P","dose_1",0.6952
2021-06-20,"M4P","dose_2",0.2345
2021-06-20,"M4P","dose_3",NA
2021-06-20,"M4R","dose_1",0.7184
2021-06-20,"M4R","dose_2",0.3076
2021-06-20,"M4R","dose_3",NA
2021-06-20,"M4S","dose_1",0.7059
2021-06-20,"M4S","dose_2",0.2577
2021-06-20,"M4S","dose_3",NA
2021-06-20,"M4T","dose_1",0.7182
2021-06-20,"M4T","dose_2",0.3452
2021-06-20,"M4T","dose_3",NA
2021-06-20,"M4V","dose_1",0.7092
2021-06-20,"M4V","dose_2",0.3397
2021-06-20,"M4V","dose_3",NA
2021-06-20,"M4W","dose_1",0.6957
2021-06-20,"M4W","dose_2",0.3338
2021-06-20,"M4W","dose_3",NA
2021-06-20,"M4X","dose_1",0.6708
2021-06-20,"M4X","dose_2",0.2367
2021-06-20,"M4X","dose_3",NA
2021-06-20,"M4Y","dose_1",0.7302
2021-06-20,"M4Y","dose_2",0.2684
2021-06-20,"M4Y","dose_3",NA
2021-06-20,"M5A","dose_1",0.6872
2021-06-20,"M5A","dose_2",0.2449
2021-06-20,"M5A","dose_3",NA
2021-06-20,"M5B","dose_1",0.7463
2021-06-20,"M5B","dose_2",0.2525
2021-06-20,"M5B","dose_3",NA
2021-06-20,"M5C","dose_1",0.6714
2021-06-20,"M5C","dose_2",0.2375
2021-06-20,"M5C","dose_3",NA
2021-06-20,"M5E","dose_1",0.7041
2021-06-20,"M5E","dose_2",0.251
2021-06-20,"M5E","dose_3",NA
2021-06-20,"M5G","dose_1",0.6251
2021-06-20,"M5G","dose_2",0.2405
2021-06-20,"M5G","dose_3",NA
2021-06-20,"M5H","dose_1",0.6215
2021-06-20,"M5H","dose_2",0.1879
2021-06-20,"M5H","dose_3",NA
2021-06-20,"M5J","dose_1",0.6611
2021-06-20,"M5J","dose_2",0.2077
2021-06-20,"M5J","dose_3",NA
2021-06-20,"M5M","dose_1",0.7122
2021-06-20,"M5M","dose_2",0.3732
2021-06-20,"M5M","dose_3",NA
2021-06-20,"M5N","dose_1",0.656
2021-06-20,"M5N","dose_2",0.3455
2021-06-20,"M5N","dose_3",NA
2021-06-20,"M5P","dose_1",0.7135
2021-06-20,"M5P","dose_2",0.3589
2021-06-20,"M5P","dose_3",NA
2021-06-20,"M5R","dose_1",0.6801
2021-06-20,"M5R","dose_2",0.3041
2021-06-20,"M5R","dose_3",NA
2021-06-20,"M5S","dose_1",0.6657
2021-06-20,"M5S","dose_2",0.2412
2021-06-20,"M5S","dose_3",NA
2021-06-20,"M5T","dose_1",0.6864
2021-06-20,"M5T","dose_2",0.2021
2021-06-20,"M5T","dose_3",NA
2021-06-20,"M5V","dose_1",0.7017
2021-06-20,"M5V","dose_2",0.2128
2021-06-20,"M5V","dose_3",NA
2021-06-20,"M6A","dose_1",0.5926
2021-06-20,"M6A","dose_2",0.2167
2021-06-20,"M6A","dose_3",NA
2021-06-20,"M6B","dose_1",0.6267
2021-06-20,"M6B","dose_2",0.2653
2021-06-20,"M6B","dose_3",NA
2021-06-20,"M6C","dose_1",0.675
2021-06-20,"M6C","dose_2",0.3035
2021-06-20,"M6C","dose_3",NA
2021-06-20,"M6E","dose_1",0.6476
2021-06-20,"M6E","dose_2",0.2095
2021-06-20,"M6E","dose_3",NA
2021-06-20,"M6G","dose_1",0.6969
2021-06-20,"M6G","dose_2",0.2696
2021-06-20,"M6G","dose_3",NA
2021-06-20,"M6H","dose_1",0.6934
2021-06-20,"M6H","dose_2",0.2297
2021-06-20,"M6H","dose_3",NA
2021-06-20,"M6J","dose_1",0.6867
2021-06-20,"M6J","dose_2",0.2194
2021-06-20,"M6J","dose_3",NA
2021-06-20,"M6K","dose_1",0.6804
2021-06-20,"M6K","dose_2",0.1995
2021-06-20,"M6K","dose_3",NA
2021-06-20,"M6L","dose_1",0.6144
2021-06-20,"M6L","dose_2",0.2392
2021-06-20,"M6L","dose_3",NA
2021-06-20,"M6M","dose_1",0.5731
2021-06-20,"M6M","dose_2",0.2327
2021-06-20,"M6M","dose_3",NA
2021-06-20,"M6N","dose_1",0.6159
2021-06-20,"M6N","dose_2",0.2268
2021-06-20,"M6N","dose_3",NA
2021-06-20,"M6P","dose_1",0.6588
2021-06-20,"M6P","dose_2",0.2253
2021-06-20,"M6P","dose_3",NA
2021-06-20,"M6R","dose_1",0.6852
2021-06-20,"M6R","dose_2",0.2482
2021-06-20,"M6R","dose_3",NA
2021-06-20,"M6S","dose_1",0.6652
2021-06-20,"M6S","dose_2",0.254
2021-06-20,"M6S","dose_3",NA
2021-06-20,"M8V","dose_1",0.6468
2021-06-20,"M8V","dose_2",0.2205
2021-06-20,"M8V","dose_3",NA
2021-06-20,"M8W","dose_1",0.6253
2021-06-20,"M8W","dose_2",0.1979
2021-06-20,"M8W","dose_3",NA
2021-06-20,"M8X","dose_1",0.7468
2021-06-20,"M8X","dose_2",0.3801
2021-06-20,"M8X","dose_3",NA
2021-06-20,"M8Y","dose_1",0.5987
2021-06-20,"M8Y","dose_2",0.2058
2021-06-20,"M8Y","dose_3",NA
2021-06-20,"M8Z","dose_1",0.6751
2021-06-20,"M8Z","dose_2",0.2413
2021-06-20,"M8Z","dose_3",NA
2021-06-20,"M9A","dose_1",0.6692
2021-06-20,"M9A","dose_2",0.2672
2021-06-20,"M9A","dose_3",NA
2021-06-20,"M9B","dose_1",0.6515
2021-06-20,"M9B","dose_2",0.2422
2021-06-20,"M9B","dose_3",NA
2021-06-20,"M9C","dose_1",0.6315
2021-06-20,"M9C","dose_2",0.2339
2021-06-20,"M9C","dose_3",NA
2021-06-20,"M9L","dose_1",0.6332
2021-06-20,"M9L","dose_2",0.2203
2021-06-20,"M9L","dose_3",NA
2021-06-20,"M9M","dose_1",0.6034
2021-06-20,"M9M","dose_2",0.2081
2021-06-20,"M9M","dose_3",NA
2021-06-20,"M9N","dose_1",0.5588
2021-06-20,"M9N","dose_2",0.2048
2021-06-20,"M9N","dose_3",NA
2021-06-20,"M9P","dose_1",0.6105
2021-06-20,"M9P","dose_2",0.275
2021-06-20,"M9P","dose_3",NA
2021-06-20,"M9R","dose_1",0.5917
2021-06-20,"M9R","dose_2",0.2165
2021-06-20,"M9R","dose_3",NA
2021-06-20,"M9V","dose_1",0.5811
2021-06-20,"M9V","dose_2",0.1924
2021-06-20,"M9V","dose_3",NA
2021-06-20,"M9W","dose_1",0.61
2021-06-20,"M9W","dose_2",0.2046
2021-06-20,"M9W","dose_3",NA
2021-06-20,"N0A","dose_1",0.5824
2021-06-20,"N0A","dose_2",0.2605
2021-06-20,"N0A","dose_3",NA
2021-06-20,"N0B","dose_1",0.6417
2021-06-20,"N0B","dose_2",0.1642
2021-06-20,"N0B","dose_3",NA
2021-06-20,"N0C","dose_1",0.5536
2021-06-20,"N0C","dose_2",0.1326
2021-06-20,"N0C","dose_3",NA
2021-06-20,"N0E","dose_1",0.5969
2021-06-20,"N0E","dose_2",0.1819
2021-06-20,"N0E","dose_3",NA
2021-06-20,"N0G","dose_1",0.5466
2021-06-20,"N0G","dose_2",0.132
2021-06-20,"N0G","dose_3",NA
2021-06-20,"N0H","dose_1",0.6715
2021-06-20,"N0H","dose_2",0.1966
2021-06-20,"N0H","dose_3",NA
2021-06-20,"N0J","dose_1",0.4915
2021-06-20,"N0J","dose_2",0.0859
2021-06-20,"N0J","dose_3",NA
2021-06-20,"N0K","dose_1",0.531
2021-06-20,"N0K","dose_2",0.0966
2021-06-20,"N0K","dose_3",NA
2021-06-20,"N0L","dose_1",0.6279
2021-06-20,"N0L","dose_2",0.1389
2021-06-20,"N0L","dose_3",NA
2021-06-20,"N0M","dose_1",0.6477
2021-06-20,"N0M","dose_2",0.1463
2021-06-20,"N0M","dose_3",NA
2021-06-20,"N0N","dose_1",0.6278
2021-06-20,"N0N","dose_2",0.2196
2021-06-20,"N0N","dose_3",NA
2021-06-20,"N0P","dose_1",0.549
2021-06-20,"N0P","dose_2",0.1783
2021-06-20,"N0P","dose_3",NA
2021-06-20,"N0R","dose_1",0.6175
2021-06-20,"N0R","dose_2",0.2532
2021-06-20,"N0R","dose_3",NA
2021-06-20,"N1A","dose_1",0.5538
2021-06-20,"N1A","dose_2",0.1997
2021-06-20,"N1A","dose_3",NA
2021-06-20,"N1C","dose_1",0.7477
2021-06-20,"N1C","dose_2",0.1927
2021-06-20,"N1C","dose_3",NA
2021-06-20,"N1E","dose_1",0.6511
2021-06-20,"N1E","dose_2",0.1529
2021-06-20,"N1E","dose_3",NA
2021-06-20,"N1G","dose_1",0.7045
2021-06-20,"N1G","dose_2",0.1993
2021-06-20,"N1G","dose_3",NA
2021-06-20,"N1H","dose_1",0.6472
2021-06-20,"N1H","dose_2",0.157
2021-06-20,"N1H","dose_3",NA
2021-06-20,"N1K","dose_1",0.6972
2021-06-20,"N1K","dose_2",0.1414
2021-06-20,"N1K","dose_3",NA
2021-06-20,"N1L","dose_1",0.691
2021-06-20,"N1L","dose_2",0.1601
2021-06-20,"N1L","dose_3",NA
2021-06-20,"N1M","dose_1",0.6625
2021-06-20,"N1M","dose_2",0.1835
2021-06-20,"N1M","dose_3",NA
2021-06-20,"N1P","dose_1",0.585
2021-06-20,"N1P","dose_2",0.1191
2021-06-20,"N1P","dose_3",NA
2021-06-20,"N1R","dose_1",0.5862
2021-06-20,"N1R","dose_2",0.145
2021-06-20,"N1R","dose_3",NA
2021-06-20,"N1S","dose_1",0.6559
2021-06-20,"N1S","dose_2",0.1966
2021-06-20,"N1S","dose_3",NA
2021-06-20,"N1T","dose_1",0.6531
2021-06-20,"N1T","dose_2",0.1718
2021-06-20,"N1T","dose_3",NA
2021-06-20,"N2A","dose_1",0.6109
2021-06-20,"N2A","dose_2",0.1481
2021-06-20,"N2A","dose_3",NA
2021-06-20,"N2B","dose_1",0.6179
2021-06-20,"N2B","dose_2",0.1341
2021-06-20,"N2B","dose_3",NA
2021-06-20,"N2C","dose_1",0.6138
2021-06-20,"N2C","dose_2",0.132
2021-06-20,"N2C","dose_3",NA
2021-06-20,"N2E","dose_1",0.59
2021-06-20,"N2E","dose_2",0.1077
2021-06-20,"N2E","dose_3",NA
2021-06-20,"N2G","dose_1",0.6142
2021-06-20,"N2G","dose_2",0.1347
2021-06-20,"N2G","dose_3",NA
2021-06-20,"N2H","dose_1",0.6552
2021-06-20,"N2H","dose_2",0.138
2021-06-20,"N2H","dose_3",NA
2021-06-20,"N2J","dose_1",0.7099
2021-06-20,"N2J","dose_2",0.1619
2021-06-20,"N2J","dose_3",NA
2021-06-20,"N2K","dose_1",0.6904
2021-06-20,"N2K","dose_2",0.1527
2021-06-20,"N2K","dose_3",NA
2021-06-20,"N2L","dose_1",0.7693
2021-06-20,"N2L","dose_2",0.1784
2021-06-20,"N2L","dose_3",NA
2021-06-20,"N2M","dose_1",0.5763
2021-06-20,"N2M","dose_2",0.1183
2021-06-20,"N2M","dose_3",NA
2021-06-20,"N2N","dose_1",0.6413
2021-06-20,"N2N","dose_2",0.1408
2021-06-20,"N2N","dose_3",NA
2021-06-20,"N2P","dose_1",0.6546
2021-06-20,"N2P","dose_2",0.1577
2021-06-20,"N2P","dose_3",NA
2021-06-20,"N2R","dose_1",0.5866
2021-06-20,"N2R","dose_2",0.1098
2021-06-20,"N2R","dose_3",NA
2021-06-20,"N2T","dose_1",0.6896
2021-06-20,"N2T","dose_2",0.181
2021-06-20,"N2T","dose_3",NA
2021-06-20,"N2V","dose_1",0.6654
2021-06-20,"N2V","dose_2",0.1303
2021-06-20,"N2V","dose_3",NA
2021-06-20,"N2Z","dose_1",0.6916
2021-06-20,"N2Z","dose_2",0.1733
2021-06-20,"N2Z","dose_3",NA
2021-06-20,"N3A","dose_1",0.6444
2021-06-20,"N3A","dose_2",0.1708
2021-06-20,"N3A","dose_3",NA
2021-06-20,"N3B","dose_1",0.6082
2021-06-20,"N3B","dose_2",0.1329
2021-06-20,"N3B","dose_3",NA
2021-06-20,"N3C","dose_1",0.6439
2021-06-20,"N3C","dose_2",0.1662
2021-06-20,"N3C","dose_3",NA
2021-06-20,"N3E","dose_1",0.589
2021-06-20,"N3E","dose_2",0.1162
2021-06-20,"N3E","dose_3",NA
2021-06-20,"N3H","dose_1",0.6436
2021-06-20,"N3H","dose_2",0.1692
2021-06-20,"N3H","dose_3",NA
2021-06-20,"N3L","dose_1",0.649
2021-06-20,"N3L","dose_2",0.196
2021-06-20,"N3L","dose_3",NA
2021-06-20,"N3P","dose_1",0.604
2021-06-20,"N3P","dose_2",0.166
2021-06-20,"N3P","dose_3",NA
2021-06-20,"N3R","dose_1",0.6463
2021-06-20,"N3R","dose_2",0.2258
2021-06-20,"N3R","dose_3",NA
2021-06-20,"N3S","dose_1",0.5391
2021-06-20,"N3S","dose_2",0.1389
2021-06-20,"N3S","dose_3",NA
2021-06-20,"N3T","dose_1",0.5953
2021-06-20,"N3T","dose_2",0.1666
2021-06-20,"N3T","dose_3",NA
2021-06-20,"N3V","dose_1",0.6697
2021-06-20,"N3V","dose_2",0.1792
2021-06-20,"N3V","dose_3",NA
2021-06-20,"N3W","dose_1",0.6191
2021-06-20,"N3W","dose_2",0.1962
2021-06-20,"N3W","dose_3",NA
2021-06-20,"N3Y","dose_1",0.6242
2021-06-20,"N3Y","dose_2",0.2264
2021-06-20,"N3Y","dose_3",NA
2021-06-20,"N4B","dose_1",0.5692
2021-06-20,"N4B","dose_2",0.1894
2021-06-20,"N4B","dose_3",NA
2021-06-20,"N4G","dose_1",0.5936
2021-06-20,"N4G","dose_2",0.1685
2021-06-20,"N4G","dose_3",NA
2021-06-20,"N4K","dose_1",0.6481
2021-06-20,"N4K","dose_2",0.1998
2021-06-20,"N4K","dose_3",NA
2021-06-20,"N4L","dose_1",0.6701
2021-06-20,"N4L","dose_2",0.1665
2021-06-20,"N4L","dose_3",NA
2021-06-20,"N4N","dose_1",0.614
2021-06-20,"N4N","dose_2",0.2115
2021-06-20,"N4N","dose_3",NA
2021-06-20,"N4S","dose_1",0.5986
2021-06-20,"N4S","dose_2",0.0942
2021-06-20,"N4S","dose_3",NA
2021-06-20,"N4T","dose_1",0.6266
2021-06-20,"N4T","dose_2",0.1046
2021-06-20,"N4T","dose_3",NA
2021-06-20,"N4V","dose_1",0.6284
2021-06-20,"N4V","dose_2",0.1015
2021-06-20,"N4V","dose_3",NA
2021-06-20,"N4W","dose_1",0.5638
2021-06-20,"N4W","dose_2",0.1062
2021-06-20,"N4W","dose_3",NA
2021-06-20,"N4X","dose_1",0.7028
2021-06-20,"N4X","dose_2",0.1764
2021-06-20,"N4X","dose_3",NA
2021-06-20,"N4Z","dose_1",0.6594
2021-06-20,"N4Z","dose_2",0.1303
2021-06-20,"N4Z","dose_3",NA
2021-06-20,"N5A","dose_1",0.6801
2021-06-20,"N5A","dose_2",0.1552
2021-06-20,"N5A","dose_3",NA
2021-06-20,"N5C","dose_1",0.6105
2021-06-20,"N5C","dose_2",0.0894
2021-06-20,"N5C","dose_3",NA
2021-06-20,"N5H","dose_1",0.424
2021-06-20,"N5H","dose_2",0.081
2021-06-20,"N5H","dose_3",NA
2021-06-20,"N5L","dose_1",0.7287
2021-06-20,"N5L","dose_2",0.1945
2021-06-20,"N5L","dose_3",NA
2021-06-20,"N5P","dose_1",0.6119
2021-06-20,"N5P","dose_2",0.1111
2021-06-20,"N5P","dose_3",NA
2021-06-20,"N5R","dose_1",0.6607
2021-06-20,"N5R","dose_2",0.1418
2021-06-20,"N5R","dose_3",NA
2021-06-20,"N5V","dose_1",0.6041
2021-06-20,"N5V","dose_2",0.0788
2021-06-20,"N5V","dose_3",NA
2021-06-20,"N5W","dose_1",0.5998
2021-06-20,"N5W","dose_2",0.0771
2021-06-20,"N5W","dose_3",NA
2021-06-20,"N5X","dose_1",0.6892
2021-06-20,"N5X","dose_2",0.1509
2021-06-20,"N5X","dose_3",NA
2021-06-20,"N5Y","dose_1",0.6002
2021-06-20,"N5Y","dose_2",0.0848
2021-06-20,"N5Y","dose_3",NA
2021-06-20,"N5Z","dose_1",0.5516
2021-06-20,"N5Z","dose_2",0.0741
2021-06-20,"N5Z","dose_3",NA
2021-06-20,"N6A","dose_1",0.7328
2021-06-20,"N6A","dose_2",0.1711
2021-06-20,"N6A","dose_3",NA
2021-06-20,"N6B","dose_1",0.6174
2021-06-20,"N6B","dose_2",0.0944
2021-06-20,"N6B","dose_3",NA
2021-06-20,"N6C","dose_1",0.6769
2021-06-20,"N6C","dose_2",0.1292
2021-06-20,"N6C","dose_3",NA
2021-06-20,"N6E","dose_1",0.5671
2021-06-20,"N6E","dose_2",0.0795
2021-06-20,"N6E","dose_3",NA
2021-06-20,"N6G","dose_1",0.6594
2021-06-20,"N6G","dose_2",0.1422
2021-06-20,"N6G","dose_3",NA
2021-06-20,"N6H","dose_1",0.6989
2021-06-20,"N6H","dose_2",0.1462
2021-06-20,"N6H","dose_3",NA
2021-06-20,"N6J","dose_1",0.6558
2021-06-20,"N6J","dose_2",0.1302
2021-06-20,"N6J","dose_3",NA
2021-06-20,"N6K","dose_1",0.6958
2021-06-20,"N6K","dose_2",0.178
2021-06-20,"N6K","dose_3",NA
2021-06-20,"N6L","dose_1",0.5774
2021-06-20,"N6L","dose_2",0.088
2021-06-20,"N6L","dose_3",NA
2021-06-20,"N6M","dose_1",0.6172
2021-06-20,"N6M","dose_2",0.0954
2021-06-20,"N6M","dose_3",NA
2021-06-20,"N6N","dose_1",0.5801
2021-06-20,"N6N","dose_2",0.1009
2021-06-20,"N6N","dose_3",NA
2021-06-20,"N6P","dose_1",0.6631
2021-06-20,"N6P","dose_2",0.1602
2021-06-20,"N6P","dose_3",NA
2021-06-20,"N7A","dose_1",0.7023
2021-06-20,"N7A","dose_2",0.1675
2021-06-20,"N7A","dose_3",NA
2021-06-20,"N7G","dose_1",0.6303
2021-06-20,"N7G","dose_2",0.1314
2021-06-20,"N7G","dose_3",NA
2021-06-20,"N7L","dose_1",0.6304
2021-06-20,"N7L","dose_2",0.215
2021-06-20,"N7L","dose_3",NA
2021-06-20,"N7M","dose_1",0.5843
2021-06-20,"N7M","dose_2",0.1818
2021-06-20,"N7M","dose_3",NA
2021-06-20,"N7S","dose_1",0.626
2021-06-20,"N7S","dose_2",0.1668
2021-06-20,"N7S","dose_3",NA
2021-06-20,"N7T","dose_1",0.5538
2021-06-20,"N7T","dose_2",0.1364
2021-06-20,"N7T","dose_3",NA
2021-06-20,"N7V","dose_1",0.6826
2021-06-20,"N7V","dose_2",0.2012
2021-06-20,"N7V","dose_3",NA
2021-06-20,"N7W","dose_1",0.7857
2021-06-20,"N7W","dose_2",0.2698
2021-06-20,"N7W","dose_3",NA
2021-06-20,"N7X","dose_1",0.7239
2021-06-20,"N7X","dose_2",0.2519
2021-06-20,"N7X","dose_3",NA
2021-06-20,"N8A","dose_1",0.5306
2021-06-20,"N8A","dose_2",0.1933
2021-06-20,"N8A","dose_3",NA
2021-06-20,"N8H","dose_1",0.5481
2021-06-20,"N8H","dose_2",0.2508
2021-06-20,"N8H","dose_3",NA
2021-06-20,"N8M","dose_1",0.6138
2021-06-20,"N8M","dose_2",0.257
2021-06-20,"N8M","dose_3",NA
2021-06-20,"N8N","dose_1",0.6709
2021-06-20,"N8N","dose_2",0.329
2021-06-20,"N8N","dose_3",NA
2021-06-20,"N8P","dose_1",0.6376
2021-06-20,"N8P","dose_2",0.2907
2021-06-20,"N8P","dose_3",NA
2021-06-20,"N8R","dose_1",0.5762
2021-06-20,"N8R","dose_2",0.2168
2021-06-20,"N8R","dose_3",NA
2021-06-20,"N8S","dose_1",0.643
2021-06-20,"N8S","dose_2",0.2959
2021-06-20,"N8S","dose_3",NA
2021-06-20,"N8T","dose_1",0.534
2021-06-20,"N8T","dose_2",0.2105
2021-06-20,"N8T","dose_3",NA
2021-06-20,"N8W","dose_1",0.5847
2021-06-20,"N8W","dose_2",0.2208
2021-06-20,"N8W","dose_3",NA
2021-06-20,"N8X","dose_1",0.54
2021-06-20,"N8X","dose_2",0.2085
2021-06-20,"N8X","dose_3",NA
2021-06-20,"N8Y","dose_1",0.5708
2021-06-20,"N8Y","dose_2",0.2482
2021-06-20,"N8Y","dose_3",NA
2021-06-20,"N9A","dose_1",0.5132
2021-06-20,"N9A","dose_2",0.1756
2021-06-20,"N9A","dose_3",NA
2021-06-20,"N9B","dose_1",0.6166
2021-06-20,"N9B","dose_2",0.1723
2021-06-20,"N9B","dose_3",NA
2021-06-20,"N9C","dose_1",0.5671
2021-06-20,"N9C","dose_2",0.1775
2021-06-20,"N9C","dose_3",NA
2021-06-20,"N9E","dose_1",0.6392
2021-06-20,"N9E","dose_2",0.2634
2021-06-20,"N9E","dose_3",NA
2021-06-20,"N9G","dose_1",0.6097
2021-06-20,"N9G","dose_2",0.229
2021-06-20,"N9G","dose_3",NA
2021-06-20,"N9H","dose_1",0.6661
2021-06-20,"N9H","dose_2",0.3149
2021-06-20,"N9H","dose_3",NA
2021-06-20,"N9J","dose_1",0.6644
2021-06-20,"N9J","dose_2",0.2727
2021-06-20,"N9J","dose_3",NA
2021-06-20,"N9K","dose_1",0.6257
2021-06-20,"N9K","dose_2",0.2351
2021-06-20,"N9K","dose_3",NA
2021-06-20,"N9V","dose_1",0.6622
2021-06-20,"N9V","dose_2",0.2989
2021-06-20,"N9V","dose_3",NA
2021-06-20,"N9Y","dose_1",0.6574
2021-06-20,"N9Y","dose_2",0.3284
2021-06-20,"N9Y","dose_3",NA
2021-06-20,"P0A","dose_1",0.5995
2021-06-20,"P0A","dose_2",0.0987
2021-06-20,"P0A","dose_3",NA
2021-06-20,"P0B","dose_1",0.6344
2021-06-20,"P0B","dose_2",0.1372
2021-06-20,"P0B","dose_3",NA
2021-06-20,"P0C","dose_1",0.6083
2021-06-20,"P0C","dose_2",0.181
2021-06-20,"P0C","dose_3",NA
2021-06-20,"P0E","dose_1",0.6322
2021-06-20,"P0E","dose_2",0.1404
2021-06-20,"P0E","dose_3",NA
2021-06-20,"P0G","dose_1",0.6155
2021-06-20,"P0G","dose_2",0.1807
2021-06-20,"P0G","dose_3",NA
2021-06-20,"P0H","dose_1",0.6012
2021-06-20,"P0H","dose_2",0.1513
2021-06-20,"P0H","dose_3",NA
2021-06-20,"P0J","dose_1",0.6078
2021-06-20,"P0J","dose_2",0.2403
2021-06-20,"P0J","dose_3",NA
2021-06-20,"P0K","dose_1",0.564
2021-06-20,"P0K","dose_2",0.2411
2021-06-20,"P0K","dose_3",NA
2021-06-20,"P0L","dose_1",0.4461
2021-06-20,"P0L","dose_2",0.1915
2021-06-20,"P0L","dose_3",NA
2021-06-20,"P0M","dose_1",0.5819
2021-06-20,"P0M","dose_2",0.1708
2021-06-20,"P0M","dose_3",NA
2021-06-20,"P0N","dose_1",0.6236
2021-06-20,"P0N","dose_2",0.3867
2021-06-20,"P0N","dose_3",NA
2021-06-20,"P0P","dose_1",0.4278
2021-06-20,"P0P","dose_2",0.125
2021-06-20,"P0P","dose_3",NA
2021-06-20,"P0R","dose_1",0.6299
2021-06-20,"P0R","dose_2",0.1822
2021-06-20,"P0R","dose_3",NA
2021-06-20,"P0S","dose_1",0.5814
2021-06-20,"P0S","dose_2",0.1606
2021-06-20,"P0S","dose_3",NA
2021-06-20,"P0T","dose_1",0.6018
2021-06-20,"P0T","dose_2",0.2419
2021-06-20,"P0T","dose_3",NA
2021-06-20,"P0V","dose_1",0.426
2021-06-20,"P0V","dose_2",0.2803
2021-06-20,"P0V","dose_3",NA
2021-06-20,"P0W","dose_1",0.4774
2021-06-20,"P0W","dose_2",0.2732
2021-06-20,"P0W","dose_3",NA
2021-06-20,"P0X","dose_1",0.6096
2021-06-20,"P0X","dose_2",0.4288
2021-06-20,"P0X","dose_3",NA
2021-06-20,"P1A","dose_1",0.6375
2021-06-20,"P1A","dose_2",0.1742
2021-06-20,"P1A","dose_3",NA
2021-06-20,"P1B","dose_1",0.6062
2021-06-20,"P1B","dose_2",0.1631
2021-06-20,"P1B","dose_3",NA
2021-06-20,"P1C","dose_1",0.7175
2021-06-20,"P1C","dose_2",0.2106
2021-06-20,"P1C","dose_3",NA
2021-06-20,"P1H","dose_1",0.6477
2021-06-20,"P1H","dose_2",0.1588
2021-06-20,"P1H","dose_3",NA
2021-06-20,"P1L","dose_1",0.657
2021-06-20,"P1L","dose_2",0.1474
2021-06-20,"P1L","dose_3",NA
2021-06-20,"P1P","dose_1",0.6299
2021-06-20,"P1P","dose_2",0.1662
2021-06-20,"P1P","dose_3",NA
2021-06-20,"P2A","dose_1",0.6209
2021-06-20,"P2A","dose_2",0.1639
2021-06-20,"P2A","dose_3",NA
2021-06-20,"P2B","dose_1",0.5781
2021-06-20,"P2B","dose_2",0.1673
2021-06-20,"P2B","dose_3",NA
2021-06-20,"P2N","dose_1",0.5587
2021-06-20,"P2N","dose_2",0.2321
2021-06-20,"P2N","dose_3",NA
2021-06-20,"P3A","dose_1",0.6472
2021-06-20,"P3A","dose_2",0.2129
2021-06-20,"P3A","dose_3",NA
2021-06-20,"P3B","dose_1",0.5829
2021-06-20,"P3B","dose_2",0.1689
2021-06-20,"P3B","dose_3",NA
2021-06-20,"P3C","dose_1",0.5342
2021-06-20,"P3C","dose_2",0.1415
2021-06-20,"P3C","dose_3",NA
2021-06-20,"P3E","dose_1",0.6937
2021-06-20,"P3E","dose_2",0.2582
2021-06-20,"P3E","dose_3",NA
2021-06-20,"P3G","dose_1",0.6968
2021-06-20,"P3G","dose_2",0.2656
2021-06-20,"P3G","dose_3",NA
2021-06-20,"P3L","dose_1",0.5938
2021-06-20,"P3L","dose_2",0.1603
2021-06-20,"P3L","dose_3",NA
2021-06-20,"P3N","dose_1",0.5976
2021-06-20,"P3N","dose_2",0.1503
2021-06-20,"P3N","dose_3",NA
2021-06-20,"P3P","dose_1",0.5802
2021-06-20,"P3P","dose_2",0.1542
2021-06-20,"P3P","dose_3",NA
2021-06-20,"P3Y","dose_1",0.6874
2021-06-20,"P3Y","dose_2",0.2189
2021-06-20,"P3Y","dose_3",NA
2021-06-20,"P4N","dose_1",0.6344
2021-06-20,"P4N","dose_2",0.3962
2021-06-20,"P4N","dose_3",NA
2021-06-20,"P4P","dose_1",0.6803
2021-06-20,"P4P","dose_2",0.4362
2021-06-20,"P4P","dose_3",NA
2021-06-20,"P4R","dose_1",0.6796
2021-06-20,"P4R","dose_2",0.4492
2021-06-20,"P4R","dose_3",NA
2021-06-20,"P5A","dose_1",0.6754
2021-06-20,"P5A","dose_2",0.1972
2021-06-20,"P5A","dose_3",NA
2021-06-20,"P5E","dose_1",0.6185
2021-06-20,"P5E","dose_2",0.1741
2021-06-20,"P5E","dose_3",NA
2021-06-20,"P5N","dose_1",0.6213
2021-06-20,"P5N","dose_2",0.2915
2021-06-20,"P5N","dose_3",NA
2021-06-20,"P6A","dose_1",0.6379
2021-06-20,"P6A","dose_2",0.1703
2021-06-20,"P6A","dose_3",NA
2021-06-20,"P6B","dose_1",0.6698
2021-06-20,"P6B","dose_2",0.1698
2021-06-20,"P6B","dose_3",NA
2021-06-20,"P6C","dose_1",0.6211
2021-06-20,"P6C","dose_2",0.1404
2021-06-20,"P6C","dose_3",NA
2021-06-20,"P7A","dose_1",0.6897
2021-06-20,"P7A","dose_2",0.2202
2021-06-20,"P7A","dose_3",NA
